domain,person_name,person_facebook_url,person_twitter_url,person_linkedin_url,country_code
crossbeam.com,Robert J. Moore,,,,
turntide.com,Piyush Desai,,,,
turntide.com,Steve Hornyak,,x.com/stevenmhornyak,linkedin.com/in/stevehornyak,USA
currencycloud.com,Stephen Lemon,,,,
twentyeight-seven.com,Kazumi Shiosaki,,,linkedin.com/in/kazumi-shiosaki-76034b16,USA
twinhealth.com,Jahangir Mohammed,,,,
uberfreight.com,Frank McGuigan,,,linkedin.com/in/frank-mcguigan-4496a56,USA
ubitus.net,Wesley Kuo,,,,JPN
didiglobal.com,Jean Liu,,,,
didiglobal.com,Cheng Wei,,,,
ucarinc.com,Zhengyao Lu,,,linkedin.com/in/zhengyao-stellar-lu-9a306a69,CHN
ucommune.com,Daqing Mao,,,,CHN
ucommune.com,Mao Daqing,,,,
udacity.com,David Stavens,,,,
udemy.com,Pattie Kettle,facebook.com/RefactorU,RefactorU,linkedin.com/in/pattie-kettle-47a118121,USA
divvyhomes.com,Brian Ma,,,,
dlocal.com,Sebastian Kanovich,,,,
dlocal.com,Sergio Fogel,,,,
umoja-biopharma.com,Andrew Scharenberg,,,linkedin.com/in/andy-scharenberg-2222b4a,USA
dropbox.com,Drew Houston,,,,
uniqure.com,Sander van Deventer,,,,
unisound.com,Huang Wei,,,,CHN
unisound.com,Jiaen Liang,,,,
uniteus.com,Rachel Kohler,,,,USA
efront.com,Alexandre Bilger,,,,
efront.com,Olivier Dellenbach,,,,
eh2.com,David Eaglesham,,,,
eh2.com,Dorian W.,,,,
eikontx.com,Luke Lavis,,,,
ekohealth.com,Jason Bellet,,,,
uoko.com,Xiang Liu,,,linkedin.com/in/xiang-liu-6a0b2044,CHN
uplight.com,Adrian Tuck,,,,
upside.com,Alex Kinnier,facebook.com/akinnier,twitter.com/akinnier,linkedin.com/in/alex-kinnier-419139,USA
yammer.com,David Sacks,,,,
expansionrx.com,Kevin Forrest,,,,
expansionrx.com,Matthew D. Disney,,,,
extremenetworks.com,Craig Stouffer,,,,
usercentrics.com,Mischa Rurup,facebook.com/supermischa,twitter.com/ruerup101,linkedin.com/in/mischaruerup,DEU
faire.com,Marcelo Cortes,,,,
faire.com,Daniele Perito,,,,
faire.com,Max Rhodes,,,,
ushopal.com,Guo Lu,,,linkedin.com/in/guolu,CHN
ushopal.com,Lu Guo,,,,
valens.com,Gideon Y. Ben-Zvi,,,linkedin.com/in/gideon-ben-zvi-3693032,ISR
valohealth.com,David Berry,,,,
valohealth.com,Laura Lande-Diner,,,,
valon.com,Andrew Wang,,,linkedin.com/in/wangandrewd,USA
valon.com,Andrew W.,,,,
valsoftcorp.com,Ouissam Youssef,,twitter.com/valsefcapital,,CAN
valsoftcorp.com,Steph Manos,,,,
vapor.io,Cole Crawford,,twitter.com/coleinthecloud,linkedin.com/in/coleinthecloud,USA
vastaitech.com,John Qian,,,linkedin.com/in/jun-qian-0b9a325,CHN
vastaitech.com,Louis Zhang,,,,
vava.cars,Alizay Saeed,,,,
vava.cars,Lawrence Merritt,,,,
vaxcyte.com,Grant E. Pickering,,,linkedin.com/in/grant-pickering-7a9b478,USA
vaxcyte.com,Grant Pickering,,,,
vector-launch.com,John Garvey,,,linkedin.com/in/john-garvey-1b79513,USA
veergee.com,Lukas Adrin,,,,CHE
veloxis.com,Craig A. Collard,,,linkedin.com/in/craig-collard-a01a5711b,DNK
venafi.com,Ben Lane Hodson,,,,
venafi.com,Jayson Seegmiller,,,linkedin.com/in/jayson-seegmiller-b9091,USA
veniceswap.com,Gianluca Busato,,,,
almapay.com,Louis Chatriot,,,,
ventustx.com,Marcelo Bigal,,,linkedin.com/in/marcelo-bigal-md-phd-228a8b38,USA
veoneer.com,Jan Carlson,,,,
veoneer.com,Ray Pekar,,,linkedin.com/in/ray-pekar-1949059,SWE
veranahealth.com,Sujay Jadhav,,,linkedin.com/pub/sujay-jadhav/1/b64/225,USA
verdagy.com,Ryan Gilliam,,,,
veritasfin.in,Arulmany Duraisamy,,,linkedin.com/in/arulmany-duraisamy-5037715,IND
goqii.com,Luke Coutinho,,,,
gostudent.org,Gregor Müller T,,,,
versanthealth.com,James Reid,,,linkedin.com/in/james-reid-0747128b,USA
gravie.com,Abir Sen,,,,
gravie.com,Marek Ciolko,,,,
vertilite.com,D. Liang,,,,CHN
grupomasmovil.com,Christian Solli Nyborg,,,,
grupomasmovil.com,Meinrad Sprenger,,,,
vgw.co,John Curry,,,linkedin.com/pub/john-curry/12/b91/a32,AUS
vgw.co,Laurence Escalante,,,,
vice.com,James Murdoch,,,linkedin.com/in/jamesrmurdoch,USA
hasura.io,Rajoshi Ghosh,,,,
hasura.io,Tanmai Gopal,,,,
vida.com,Joe Murad,facebook.com/joe.murad.18,twitter.com/JJMurad1,linkedin.com/in/josephmurad,USA
vida.com,Connie Chen,,,,
he360.com,Charles Clancy,,,,
vielabio.com,Timothy Walbert,,twitter.com/HorizonPharmCEO,linkedin.com/in/timwalbert,USA
vielabio.com,Tim Walbert,,,,
view.com,Paul Nguyen,,,,USA
viewtrixtech.com,Jing Gu Ph.D,,,,
hellotend.com,Kassandra Gratwick-Sarll,,,,
villagemd.com,Jim Murray,,,linkedin.com/in/jim-murray-72b364319,USA
viniinternational.com,Prashant Kumar,,,in.linkedin.com/in/kumarp,ARE
viridiantherapeutics.com,Eric N. Olson,,,,
viridiantherapeutics.com,John Creecy,,,,USA
virta.global,Jussi Palola,,,linkedin.com/in/jussi-palola-4a41682,FIN
virtahealth.com,Sami Inkinen,,,,
virta.global,Elias Pöyry,,,,
virta.global,Jussi PalolA,,,,
honorcare.com,Monica Lo,,,,
virtuedx.com,Sheng Zhang,,,,
virtusa.com,John Gillis,,,,
virtusa.com,Santosh Thomas,,,linkedin.com/in/santosh-thomas-,USA
visenpharma.com,Pony Lu,,,linkedin.com/in/pony-lu-69a9b569,CHN
zealandpharma.com,Lars Hellerung Christiansen,,,,
auxmoney.com,Philipp Kriependorf,,,,
auxmoney.com,Raffael Johnen,,,,
hunters.security,Idan Nurick,,,,
idera.com,Rick Pleczko,,,,
vividseats.com,Stan Chia,,twitter.com/stanishungry,linkedin.com/in/stanchia,USA
vivintsolar.com,Bruce McEvoy,,,,USA
ika.xyz,David Pond,,,,
vizgen.com,Terry Lo,,,linkedin.com/in/terry-lo-034a034,USA
vlocity.com,Jeff Amann Jeff Amann,,,,
vlocity.com,Mark Armenante,,,,
vlocity.com,Young Sohn,,,linkedin.com/in/young-sohn-3a0a2992,USA
immo.capital,Hans-Christian “Gigi” Zappel,,,,
immuta.com,Sapan Shah,,,,
impact.com,Per Pettersen,,,,
vnlife.vn,Mai Thanh Binh,,,linkedin.com/in/thanh-binh-mai-6b572493,VNM
zenbusiness.com,Ryan Pitylak,,,,
incorta.com,Osama Elkady,,,,
incorta.com,Matthew Halliday,,,,
volocopter.com,Dirk Hoke,facebook.com/dirk.hoke.7,twitter.com/hodike,linkedin.com/in/dirk-hoke-610a0710,DEU
infinitecommerce.com,Allan Fisch,,,,
volt.io,Tom Greenwood,,,linkedin.com/in/greenwoodthomas,GBR
volt.io,Jordan Lawrence,,,,
volt.io,Steffen Vollert,,,,
voyagerspace.com,Dylan Taylor,,,,
voyager-labs.com,Avi Korenblum,,,,
vrbo.com,Rob Solomon,,twitter.com/robsolomon1,linkedin.com/in/robsolomon,USA
insulet.com,John Garibotto,,,,
insulet.com,John L. Brooks III,,,,
vspn.com,Dino Ying,,,linkedin.com/in/dino-ying-4a3b12193,CHN
vtex.com,Geraldo Thomaz,,,,
avalara.com,David Joseph,,,,
avalara.com,Scott McFarlane,,,,
vulcanforms.com,Kevin Kassekert,facebook.com/kevin.kassekert,,linkedin.com/in/kevinkassekert,USA
interos.ai,Kevin Kimberlin.,,,,
vvipone.com,Cheng Wen,,,,
vvipone.com,Joe Lee,,,,
waabi.ai,Raquel Urtasun,,,,
wacai.com,Zhiguo Li,,,linkedin.com/in/zhiguo-li-77537533,CHN
wahh.com.cn,Chun-Ming Tse,,,,
inworld.ai,Michael Ermolenko,,,,
wakefit.co,Ankit Garg,,twitter.com/ankit_agarg,linkedin.com/in/ankitchiitr,IND
wakefit.co,Chaitanya Ramalingegowda,,,,
walkingfishtx.com,Manish Kothari,,,linkedin.com/in/manish-kothari-5458453,USA
walkingfishtx.com,Rusty Williams,,,,
itrustcapital.com,Blake Skadron,,,,
itrustcapital.com,Todd Southwick,,,,
wangdian.cn,Bin Xiao,,,,
itrustcapital.com,Kevin Maloney,,,,USA
wanxue.cn,Rui Zhang,,,,
warbyparker.com,David Gilboa,,,,
waresix.com,Edwin Wibowo,,,,
watrix.ai,Yongzhen Huang,,,,CHN
wayfair.com,Niraj Shah,,,,
joinhomebase.com,Blake Miller,,,,
joinhoney.com,Ryan Hudson,,,,
wayz.ai,Vincent Tao,,,linkedin.com/in/taovincent,CHN
jumia.com,Fatoumata BA,,,,
jumia.com,Marek Zmysłowski,,,,
wearemanner.com,Yulong Han,,,,
avast.com,Eduard Kucera,,,,
wedoctor.com,Liao Jieyuan,,,,
king.com,Toby Rowland,,,,
weev.ie,Dominic Kearns,,,,
wegalvanize.com,Eric Patel,,,linkedin.com/in/erpatel,CAN
weilongshipin.com,Liu Fuping,,,,CHN
kitopi.com,Saman Darkan,,,,
konfio.mx,David Arana,,,,
zoopla.co.uk,Simon Kain,,,,
kopikenangan.com,Cynthia C.,,,,
kopikenangan.com,James Prananto,,,,
kry.se,Josefin Landgård,,,,
labster.com,Mads Tvillinggaard Bonde,,,,
labster.com,Michael Bodekaer Jensen,,,,
lanhuapp.com,Joann Ai,,,,
lanhuapp.com,Yiqing F,,,,
leanix.net,Aron Grossman,,,,
lecollectionist.com,Max Aniort,,,,
avg.com,Jan Gritzbach,,,,
avg.com,Tomáš Hofer,,,,
leolabs.space,John Buonocore,,,,
leolabs.space,Michael Nicolls,,,,
winreality.com,Chris O'Dowd,,,linkedin.com/in/chris-o-dowd,USA
winreality.com,Dan O'Dowd,,,,
li.me,Caen Contee,,,,
wish.com,Danny Zhang,,twitter.com/uwdanny,linkedin.com/in/uwdanny,USA
wish.com,Mani Fazeli,,,,
linkdoc.com,shan he,,,,
linkdoc.com,tony zhang,,,,
linktr.ee,Nick Humphreys,,,,
avicedarx.com,Derek Kunimoto,,,,
avicedarx.com,Michael Tolentino,,,,
wix.com,Avishai Abrahami,,twitter.com/avishai_ab,linkedin.com/pub/abrahami-avishai/0/2b1/647,ISR
wixpool.com,Stephen Short,,,,GBR
avicedarx.com,Mohamed Genead,,,,
livspace.com,Anuj Srivastava,,,,
livspace.com,Ramakant Sharma,,,,
loft.com.br,Mariana Paixao,,,,
loom.com,Vinay Hiremath,,,,
woowahan.com,Bong Jin Kim,,,,
woqu365.com,Chu Feng,,,,CHN
workday.com,Aneel Bhusri,facebook.com/abhusri,twitter.com/aneelb,linkedin.com/in/aneelbhusri,USA
workfront.com,Alex Shootman,,twitter.com/shootman,linkedin.com/in/alexshootman,USA
workfront.com,Scott Johnson,,,,
workhuman.com,Eddie Reynolds,,,,
workithealth.com,Katherine Monti,,,linkedin.com/in/klmonti,USA
workithealth.com,Robin McIntosh,,,,
lynkpharma.com,Jarod Chen,,,,
worldpay.com,Nick Ogden,,,,
worldremit.com,Arnaud Loiseau,,twitter.com/arnalus,linkedin.com/in/arnaudloiseau,GBR
wugen.com,Matthew Cooper,,,linkedin.com/in/matthew-cooper-30b79293,USA
wuxibiologics.com,Zhisheng Chen,,,linkedin.com/in/chris-zhisheng-chen-450a498,CHN
xanpool.com,Jeffery Liu,,,,
xellsmart.com,Xiang Li,,,,CHN
manomano.fr,Christian Raisson,,,,
manomano.fr,Philippe de Chanville,,,,
xiaoshouyi.com,Allan Shi,,,linkedin.com/in/allan-shi-1388292,CHN
xiaoshouyi.com,Zhang Yingnan (Jacky),,,,
xing.com,Thomas Vollmoeller,,twitter.com/tvollmoeller,linkedin.com/in/thomas-vollmoeller-96ab1bb,DEU
xing.com,Georg Klassen,,,,
xmov.ai,Jinxiang Chai,,,,CHN
xpressbees.com,Amitava Saha,,,,
xreal.com,Bing Xiao,,,,
xreal.com,Chi Xu,,,,
xsky.com,Xin Xu,,,,
xueqiu.com,Sanwen Fang,,,,CHN
xwing.com,Marc Piette,,,,
xwing.com,Maxime Gariel,,,,
yahaha.com,Pengfei Zhang,,,linkedin.com/in/clydepengfeizhang,FIN
yahooinc.com,Yasmin Sanders,,,au.linkedin.com/in/yasminsanders/en,USA
yammer.com,Paul Madera,facebook.com/pmadera?fref=ts,,linkedin.com/in/paulmadera,USA
yaochufa.com,Dinggen fang,,,,
yassir.com,Noureddine Tayebi,,,,
yellomobile.com,Sanghyuk Lee,,,,KOR
yihang.ai,Yuxing Chen,,,,CHN
yijiupi.com,Sheng Qiang Chen,,,,CHN
yijiupi.com,Zhaocheng Wang,,,,
mercury.com,Immad Akhund,,,,
yitutech.com,Zhu Long,,,,CHN
yitutech.com,Leo Zhu,,,,
meta.com,Palmer Luckey,,,,
ynsect.com,Antoine Hubert,,twitter.com/ant1_hubert,linkedin.com/in/antoine-hubert-38a3523b,FRA
ynsect.com,Alexis Angot,,,,
yoox.com,Geoffroy Lefebvre,,,linkedin.com/in/gfl-/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=it,ITA
yoox.com,Federico Marchetti,,,,
yoox.com,Natalie Massenet,,,,
youdao.com,Feng Zhou,,,,
youibot.com,Zhang Zhaohui,,,,CHN
moderntreasury.com,Sam Aarons,,,,
youtube.com,Joseph Cohen,,,linkedin.com/in/josephmcohen,
yqn.com,Shihao Zhou,,,,CHN
ysbang.cn,Zhang Buzhen,,,,
yuanqisenlin.com,Binsen Tang,,,,
yugabyte.com,Bill Cook,,,linkedin.com/in/cookbill,USA
yuntongxun.com,Changxun Sun,,,,CHN
zailaboratory.com,Samantha Du,,,,
zailaboratory.com,Samantha DU,,,linkedin.com/in/samantha-du-330a7141,CHN
zappos.com,Nick Swinmurn,,,,
zappos.com,Scott Schaefer,,,linkedin.com/in/scottsschaefer,USA
mylaurelhealth.com,Shlomo Ventura Leon,,,,
zayo.com,Colman Deegan,,,linkedin.com/in/colman-deegan,USA
zayo.com,Dan Caruso,,,,
naivas.co.ke,Peter Mukuha,,,,
zededa.com,Roman Shaposhnik,,,,
zenbusiness.com,Ross Buhrdorf,,twitter.com/rossinaustin,linkedin.com/in/rossbuhrdorf,USA
netent.com,Björn Johansson,,,,
zenimax.com,Christopher Weaver,,,,
zeroavia.com,Val Miftakhov,,,,
northseatherapeutics.com,Tore Skjaeret,,,,
alphasights.com,Andrew Heath,,,,
alphasights.com,Max Cartellieri,,,,
zgbiotech.com,Jianxin Chen,,,,CHN
zhangmen.com,Yi Zhang,,,linkedin.com/in/yi-benedict-zhang-234b0159,CHN
zhaogang.com,Dong Wang,,,,
zhan.com,Hanchen Chen,,,,
zhan.com,Haoping Wang,,,,
zhidaohulian.com,Jianghe Zhao,,,linkedin.com/in/zhidao,CHN
zhiyitech.cn,Zeyu Zheng,,,,CHN
nuclera.com,Michael Chen,,,,
liquidity.com,Yaron Sela,,,,
observe.ai,Sharath Keshava Narayana,,,,
znanylekarz.pl,Mariusz Gralewski,pl-pl.facebook.com/mariusz.gralewski,twitter.com/mariakeczczi,linkedin.com/in/mariusz-gralewski-054a5976,POL
zocdoc.com,Cyrus Massoumi,,,,
zoho.com,Sridhar Vembu,,,,
zoidpay.com,Eduard Oneci,,,,
zongmutech.com,Rui Tang,,,,
zoom.com,Eric Yuan,,,,
ofbusiness.com,Nitin Jain,,,,
zoopla.co.uk,Sherry Coutu,facebook.com/sherry.coutu,twitter.com/scoutu,linkedin.com/in/coutu,GBR
ofo.com,Zhang Yanqi,,,,
okcredit.in,Gaurav Kumar,,,,
zstack.io,Frank Zhang,,twitter.com/frank_zstack,linkedin.com/in/xing5820,CHN
ztn.com,Zuan Wang,,,,CHN
zulily.com,Terry Boyle,,,,USA
zulily.com,Darrell Cavens,,,,
zulily.com,Mark Vadon,,,,
zume.com,Alex Garden,facebook.com/zumeinc,twitter.com/zumeinc,linkedin.com/in/agarden,USA
zume.com,Julia Collins,,,,
zybang.com,Hou Jianbin,,,,CHN
zybang.com,Jianbin Hou,,,,
on.com,Caspar Coppetti,,,,
on.com,Olivier Bernhard,,,,
zzoomm.com,Matthew Hare,,,,
amberdata.io,Shawn Douglass,,,,
rayzebio.com,Aron Knickerbocker,,,,
rayzebio.com,"Deborah Charych, Ph.D.",,,,
razorpay.com,Shashank Kumar,,,,
razer.com,Min-Liang Tan,,,,
razer.com,Robert Krakoff,,,,
razorpay.com,Bhaktha Keshavachar,,,,
acacia-inc.com,Benny Mikkelsen,,,,
amogy.co,Hyunho Kim,,,,
amogy.co,Seonghoon Woo,,,,
addepar.com,Jason Mirra,,,,
anaplan.com,Guy Haddleton,,,,
anaplan.com,Michael Gould,,,,
antiostherapeutics.com,Abel De La Rosa,,,,
antiostherapeutics.com,Idean Marvasty,,,,
ansabio.com,Dan Lin-Arlow,,,,
ansabio.com,Jared Ellefson,,,,
appian.com,Michael Beckley,,,,
appian.com,Matthew Calkins,,,,
apptio.com,Kurt Shintaffer,,,,
atherenergy.com,Tarun Mehta,,,,
argenx.com,Hans De Haard,,,,
argenx.com,Tim Van Hauwermeiren,,,,
arkoselabs.com,Kevin Gosschalk,,,,
arkoselabs.com,Matthew Ford T,,,,
arm.com,Al Thomas,,,,
arm.com,Nicolas Bacca,,,,
arriscomposites.com,Ethan Escowitz,,,,
arriscomposites.com,Erick Davidson,,,,
arriscomposites.com,Riley Reese,,,,
autofi.com,Kevin Singerman,,,,
bazaartech.com,Hamza Jawaid,,,,
barkbox.com,Henrik Werdelin,,,,
believe.com,Arnaud Chiaramonti,,,,
bevi.co,Eliza Becton,,,,
bevi.co,Frank Lee,,,,
paloaltonetworks.com,Nir Zuk,,,,
bitso.com,Ben Peters,,,,
bitso.com,Bruno Gabarra,,,,
payfit.com,Firmin Zocchetto,,,,
payjoy.com,Gib Lopez,,,,
boba.network,Alan Chiu,,,,
boba.network,Violet Abtahi,,,,
carprice.ru,Alexander Danilov,,,,
branch.io,Mike Molinet,,,,
branch.io,Mada Seghete,,,,
branch.io,Nick Cronan,,,,
branch.io,Oscar Parrilla,,,,
brightside.com,Mimi Winsberg,,,,
bubble.io,Josh Haas,,,,
bubble.io,Joshua Haas,,,,
byjus.com,Byju Raveendran,,,,
byjus.com,Divya Gokulnath,,,,
c2fo.com,Pete Thomas,,,,
plenty.ag,Nate Mazonson,,,,
candidebooks.com,Rahul Kakkar,,,,
cloudflare.com,Matthew Prince,,,,
cardior.de,Thomas Thum,,,,
cargox.com.br,Dmytro Kromakov,,,,
carprice.ru,Eduard Gurinovich,,,,
carprice.ru,Oskar Hartmann,,,,
cars24.com,Gajendra Jangid,,,,
connectedkerb.com,Stephen Richardson,,,,
clear.co,Ben Sanders,,,,
clear.co,Michele Romanow,,,,
clear.co,Olivier Grinda,,,,
clear.co,Pavel Melnichuk,,,,
clearscore.com,Manoj Badale,,,,
clearscore.com,Justin Basini,,,,
clickup.com,Zeb Evanss,,,,
cloudera.com,Mike Olson,,,,
cloudkitchens.com,Ben Broca,,,,
cloudkitchens.com,Sky Dayton,,,,
qogita.com,Danny Toledano,,,,
qogita.com,Yaniv Toledano,,,,
clutch.ca,Chris Dolinski,,,,
cm.com,Gilbert Gooijers,,,,
cm.com,Jeroen van Glabbeek,,,,
druva.com,Jaspreet Singh,,,,
druva.com,Milind Borate,,,,
compass.com,Eddy Rodriguez.,,,,
compass.com,Kristin Thomas,,,,
compass.com,Tom Makinney,,,,
rakuten.com,Olivier Mathiot,,,,
rapharma.com,Jim Broderick,,,,
connectedkerb.com,Paul Ayres,,,,
contextual.ai,Amanpreet Singh,,,,
contextual.ai,Douwe Kiela,,,,
cora.com.br,Igor Senra,,,,
cora.com.br,Daniel Fonseca.,,,,
cora.com.br,Leonardo Mendes,,,,
coralogix.com,Lior Redlus,,,,
currencycloud.com,Steve Lemon,,,,
cybereason.com,Lior Div,,,,
czb365.com,Yang Wang,,,,
daring.com,Eliott Kessas,,,,
daring.com,Ross Mackay,,,,
riverbed.com,Wayne P. Jackson,,,,
fictiv.com,Nathan Evans,,,,
five9.com,John Kim,,,,
desktopmetal.com,Jonah Myerberg,,,,
desktopmetal.com,John Hart,,,,
devo.com,Juana Nunez Garcia,,,,
devo.com,Pedro Castillo,,,,
dianping.com,Edward Long,,,,
dianping.com,Tao Zhang,,,,
rpxcorp.com,John A. Amster,,,,
salsify.com,Rob Gonzalez,,,,
salsify.com,Jeremy Redburn,,,,
doktor.se,Martin Lindman,,,,
doma.com,Daniel Demetri,,,,
doma.com,Max Simkoff,,,,
dream11.com,Harsh Jain,,,,
dream11.com,Karan Pahuja,,,,
dreamgames.com,Hakan Saglam,,,,
flybreeze.com,David Neeleman,,,,
flybreeze.com,Jim Smith,,,,
flyzipline.com,Will Hetzler,,,,
dtexsystems.com,Christiaan Nillissen,,,,
dtexsystems.com,Mohan Koo,,,,
shef.com,Alvin Salehi,,,,
sionnatx.com,Greg Hurlbut,,,,
sionnatx.com,Mark M,,,,
ekohealth.com,Connor Landgraf,,,,
ekuaibao.com,Chunquan Ma,,,,
ekuaibao.com,Deming Yu,,,,
ekuaibao.com,Zhaoxue Fang,,,,
eleanorhealth.com,Srishti Mirchandani,,,,
elevabiologics.com,Gunther Neuhaus,,,,
elevabiologics.com,Ralf Reski,,,,
sliceit.com,Shaziya A,,,,
fundingcircle.com,Andrew Mullinger,,,,
futurefarm.io,Marcos Leta,,,,
embarkvet.com,Ryan Boyko,,,,
enjoy.com,Tom Suiter,,,,
envision-group.com,Jennifer Gardner,,,,
envision-group.com,Lei Zhang,,,,
eqrx.com,Alexis Borisy,,,,
eqrx.com,Robert Forrester,,,,
etoro.com,Ronen Assia,,,,
etoro.com,Ziv Yanous,,,,
spectrummedical.com,Mark Drain,,,,
spectrummedical.com,Steve Turner,,,,
evommune.com,Hans Hofland,,,,
evommune.com,Luis Peña,,,,
exabeam.com,Nir Polak,,,,
goinfinitum.com,Ben Schuler,,,,
goinfinitum.com,John Pitts,,,,
extend.com,Michael Darmousseh,,,,
facily.com,Vitor Zaninotto,,,,
gumgum.com,Ari Mir,,,,
gumgum.com,Ophir Tanz,,,,
fastnedcharging.com,Bart Lubbers,,,,
fastnedcharging.com,Michiel Langezaal,,,,
fenbeitong.com,Cheng Huang,,,,
fenbeitong.com,Xi Lan,,,,
ssense.com,Firas A,,,,
figure.com,Mike Cagney,,,,
fi.money,Sujith Narayanan,,,,
fi.money,Sumit Gwalani,,,,
finbourne.com,Paul S,,,,
fintechos.com,Sergiu Negut,,,,
fintechos.com,Teodor Blidarus,,,,
fintecture.com,JAVIER LLORDEN,,,,
fireblocks.com,Pavel Berengoltz,,,,
hightouch.com,Kashish Gupta,,,,
five9.com,Gus Laredo,,,,
flipkart.com,Lav kush Sharma,,,,
flixbus.com,Daniel Krauss,,,,
idealista.com,Jesus Encinar,,,,
identifeye.health,Jonathan M. Rothberg,,,,
ika.xyz,Sean Lee,,,,
impact.com,Roger Kjensrud,,,,
incorta.com,Klaus Fabian,,,,
incrediblehealth.com,Rome Portlock,,,,
fountain.com,Jeremy Cai,,,,
frame.io,John Traver,,,,
frame.io,Emery Wells,,,,
freshly.com,Carter Comstock,,,,
svanteinc.com,Soheil Khiavi,,,,
fundingcircle.com,Christian Grobe,,,,
future.co,Andrew Munday,,,,
gemini.com,Cameron Winklevoss,,,,
gemini.com,Tyler Winklevoss,,,,
getfabric.com,Shay Cohen,,,,
getflex.com,Yetong Shao,,,,
getflex.com,YeTong Shao,,,,
getfabric.com,Ori Avraham,,,,
katapult.com,Philip Gunnstam,,,,
katapult.com,Ashutosh Saxena,,,,
ke.com,Shan Yigang,,,,
ke.com,Zuo Hui,,,,
glassdoor.com,Eduard Kotysh,,,,
globant.com,Martin Migoya,,,,
globant.com,Martin Umaran,,,,
glovoapp.com,Oscar Pierre,,,,
goldbelly.com,Vanessa Torrivilla,,,,
kindbody.com,Gina Bartasi,,,,
kindbody.com,Joanne Schneider,,,,
kilo.health,Tadas Langaitis,,,,
kilo.health,Vytautas Krutulis,,,,
grubmarket.com,Mike Xu,,,,
grubmarket.com,Yang Wei,,,,
guidewire.com,Marcus Ryu,,,,
toasttab.com,Matias Brecher,,,,
h1.co,Ariel Katz,,,,
kytherabiopharma.com,Jay Birnbaum,,,,
kytherabiopharma.com,Nathaniel David,,,,
haliodx.com,Helene Peyro-Saint-Paul,,,,
he360.com,Robert McGwier,,,,
lastminute.com,Brent Hoberman,,,,
leanix.net,Jorg G. Beyer,,,,
transmitsecurity.com,Mickey Boodaei,,,,
transmitsecurity.com,Rakesh K. Loonkar,,,,
transfergo.com,Justinas Lasevicius,,,,
helloyumi.com,Angela Sutherland,,,,
helloyumi.com,Evelyn Rusli,,,,
heyday.co,Adam Gerchen,,,,
heyday.co,Sebastian Rymarz,,,,
hifibio.com,Jeff He,,,,
honeybook.com,Dror Shimoni,,,,
trustly.com,Lukas Gratte,,,,
hortonworks.com,Owen O'Malley,,,,
huma.com,Dan Vahdat,,,,
huma.com,Sandeep Palakodeti,,,,
linktr.ee,Alex Zaccaria,,,,
ideogram.ai,Chitwan Saharia,,,,
ideogram.ai,Jonathan Ho,,,,
udaan.com,Vaibhav Gupta,,,,
idera.com,Mike Clark,,,,
identifeye.health,Owen Kaye-Kauderer,,,,
ifood.com.br,Renato Giacomo Da Motta,,,,
livingsocial.com,Tim O'Shaughnessy,,,,
ii.co.uk,Tomas Carruthers,,,,
immo.capital,Wouter Van Der Gaag,,,,
immo.capital,Samantha Kempe,,,,
log9materials.com,Akshay Singhal,,,,
immuta.com,Mike Schiller,,,,
underdogfantasy.com,Trevor John,,,,
impossiblefoods.com,Larry C.,,,,
impossiblefoods.com,Patrick Brown,,,,
macrogenics.com,Ruedi Aebersold,,,,
insidesales.com,Ken Krogue,,,,
insidesales.com,Michael Meier,,,,
instructure.com,Brian Whitmer,,,,
instructure.com,Devlin Daley,,,,
inworld.ai,Ilya Gelfenbeyn,,,,
is.com,Eyal Milrad,,,,
is.com,Omer Kaplan,,,,
jamasoftware.com,Dave Shanley,,,,
jamasoftware.com,Eric Winquist,,,,
jamasoftware.com,Derwyn Harris,,,,
jamasoftware.com,Sean Tong,,,,
jiliguala.com,Cathy Hsu Licensing Xin,,,,
jiliguala.com,Tony Hsieh,,,,
jobandtalent.com,Felipe Navio,,,,
jnjmedtech.com,Chris Velis,,,,
jnjmedtech.com,Frederic Moll,,,,
jobandtalent.com,Juan Urdiales,,,,
jobandtalent.com,Tabi Vicuña,,,,
meta.com,Brendan Iribe,,,,
jumia.com,Allie Morse,,,,
jumia.com,Leonard Stiegeler,,,,
ju.st,Dave Anderson,,,,
kadenwoodbrands.com,Brian Newberry,,,,
kadenwoodbrands.com,Erick Dickens,,,,
kaiahealth.com,Manuel Thurner,,,,
mimecast.com,Neil Murray,,,,
khatabook.com,Dhanesh Kumar,,,,
khatabook.com,Ashish Sonone,,,,
khatabook.com,Ravish Naresh,,,,
khealth.com,Adam Singolda,,,,
khealth.com,Allon Bloch,,,,
khealth.com,Ran Shaul,,,,
virginhyperloop.com,Josh Giegel,,,,
kry.se,Fredrik Jung Abbou,,,,
kuaishou.com,Cheng Yixiao,,,,
kuaishou.com,Su Hua,,,,
kyte.ai,Ashish Sonone,,,,
kyte.ai,Dhanesh Kumar,,,,
kyte.ai,Ravish Naresh,,,,
labq.com,M Landau,,,,
labq.com,Moshe Landau,,,,
multiversx.com,Lucian Mincu,,,,
mux.com,Adam Brown,,,,
league.com,Michael Serbinis,,,,
lecollectionist.com,Eliott Cohen-Skalli,,,,
lenskart.com,Neha Bansal,,,,
